"logFC","AveExpr","t","P.Value","adj.P.Val","B","Status"
0.199811355509846,7.9647133447757,4.30638362859434,3.6560591372716e-05,0.000136851949866996,1.18960766503367,"Not Significant"
0.658478657239259,8.61562045360748,4.30633738237266,3.65671116011656e-05,0.000136853367116018,1.1894367366396,"Not Significant"
0.195619794361714,5.9153652251028,4.30385687512118,3.69184816198053e-05,0.000138145176479282,1.18027055661917,"Not Significant"
0.43226163127691,6.0203640234486,4.30336479929331,3.69885705989932e-05,0.000138384203938443,1.17845264026306,"Not Significant"
0.224365588442637,9.0708369157757,4.30242558559331,3.71227034657783e-05,0.000138862716355202,1.17498323356198,"Not Significant"
-0.403889239068265,6.77472007398131,-4.30234989348606,3.7133533719233e-05,0.000138879914713942,1.17470365416198,"Not Significant"
-0.17977990987298,5.99474508369159,-4.30219638618923,3.71555073412316e-05,0.000138920514042424,1.17413666414105,"Not Significant"
-0.237794323380018,7.20836048791589,-4.30218695434209,3.71568578599312e-05,0.000138920514042424,1.17410182741538,"Not Significant"
-0.257653648262146,7.77748967101869,-4.30096818980383,3.73317672498855e-05,0.000139551043386881,1.16960074945213,"Not Significant"
-0.175780434080232,7.70051184006542,-4.30031085403277,3.74264325977055e-05,0.00013988144877133,1.16717348556756,"Not Significant"
-0.310984966857845,6.93513820685981,-4.30018609377006,3.74444258493086e-05,0.000139925229112887,1.16671282814759,"Not Significant"
0.128666831102032,8.88016202131776,4.30005993078432,3.74626298713347e-05,0.000139969782264076,1.16624700101127,"Not Significant"
-0.164431700224844,5.46925219345794,-4.29919983981898,3.75869593056181e-05,0.000140410765164642,1.16307157518294,"Not Significant"
0.587764637863119,8.14087868581308,4.29915390039893,3.7593611183504e-05,0.000140412074757295,1.16290198109138,"Not Significant"
-0.210426794072487,6.6217349042243,-4.29880589027061,3.76440387241079e-05,0.000140576858536835,1.16161727727833,"Not Significant"
-0.157383915947929,7.19269093306542,-4.29848708719245,3.76902912169189e-05,0.000140725998523224,1.16044045792866,"Not Significant"
-0.22805115666503,8.98169607945794,-4.2982053469969,3.77312120828713e-05,0.000140855184929238,1.15940050271278,"Not Significant"
0.371724143220263,8.72932515743925,4.29787707470422,3.77789453550484e-05,0.000141009755334429,1.15818884976268,"Not Significant"
-0.292357850098883,8.44678203442991,-4.2974772793691,3.78371571063828e-05,0.000141203378295349,1.15671329373756,"Not Significant"
0.157857280718852,7.5221766793271,4.29724541372964,3.78709571801156e-05,0.000141305850442819,1.15585757353354,"Not Significant"
0.148739674760024,4.46266271336449,4.29534700641981,3.81487913488866e-05,0.000142318687029506,1.14885256641766,"Not Significant"
0.296468851463406,4.77629437326168,4.2952831955584,3.81581641343842e-05,0.0001423298244738,1.14861714630085,"Not Significant"
0.219746779729061,8.45479321571963,4.29489826481215,3.8214751268244e-05,0.000142517038077034,1.14719705750197,"Not Significant"
0.271522079337434,8.91125529625234,4.29484192950318,3.82230396683245e-05,0.000142524095202355,1.14698923250441,"Not Significant"
0.273811234632648,9.51422711043925,4.29477475525786,3.82329250211231e-05,0.000142537103604766,1.14674142441596,"Not Significant"
-0.339835240098525,9.45273214254206,-4.29463469205673,3.82535446160492e-05,0.000142590119551593,1.14622473530381,"Not Significant"
0.415536820042918,9.54804662620561,4.29423161532365,3.83129438343196e-05,0.000142787644666356,1.14473786343439,"Not Significant"
-0.159156917869108,4.29007205931776,-4.29372309877069,3.83880077695889e-05,0.000143043474436413,1.14286218551797,"Not Significant"
-0.16114296323892,8.78227537029906,-4.29355954689207,3.84121803068674e-05,0.000143109616080576,1.142258953149,"Not Significant"
0.325935396739611,10.2214284979065,4.29228287008773,3.86013738352107e-05,0.000143790440182213,1.13755071443938,"Not Significant"
0.220493961676979,6.30565130145794,4.29186664365909,3.86632489285043e-05,0.000143996853731215,1.13601593315209,"Not Significant"
-0.228820234568971,7.90786094682243,-4.29161893356595,3.87001181276834e-05,0.000144110082259219,1.13510258417176,"Not Significant"
0.316246118519349,5.50187096031776,4.29094722021286,3.88002663528716e-05,0.000144458869697751,1.13262605146809,"Not Significant"
0.158399120606612,7.17273714354206,4.2908056339188,3.88214077752286e-05,0.000144513436260511,1.13210407353906,"Not Significant"
0.329746430207592,11.3047391931776,4.29067404906387,3.88410657370326e-05,0.000144562463306881,1.13161897827348,"Not Significant"
-0.407986462243848,7.91074815428972,-4.2898272145526,3.89678069252485e-05,0.000145009960206298,1.1284973255346,"Not Significant"
0.19473546807107,8.03405929709346,4.28803134082103,3.92379038114249e-05,0.000145990684693602,1.12187871192463,"Not Significant"
0.306059159582685,5.70008211393458,4.28788915384435,3.92593653165296e-05,0.000146046149807718,1.12135477200244,"Not Significant"
