"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0032231","regulation of actin filament bundle assembly","10/652","101/18842",0.099009900990099,2.86126465407277,3.55084618272127,0.00260783898189691,0.0188441441816878,0.0062500328975703,"RGCC/SYNPO/CCN2/S1PR1/PTGER4/LIMCH1/DLC1/PIK3R1/ARHGAP6/FERMT2",10
"BP","GO:1903829","positive regulation of protein localization","28/652","457/18842",0.0612691466083151,1.7706031601133,3.15730466803859,0.00263354791129986,0.0189994680512817,0.00630154912910515,"NMU/GAS6/SPTBN1/EDN1/DSG2/CDKN2A/MYH10/WWTR1/PECAM1/HYAL2/RBP4/CDK1/EPB41L2/F2RL1/RAMP3/ABCG1/CDH1/TYROBP/DSP/NEDD9/SORBS1/PLA2G1B/ECT2/PIK3R1/FERMT2/SOX4/SFN/AGR2",28
"BP","GO:1900182","positive regulation of protein localization to nucleus","9/652","85/18842",0.105882352941176,3.05987008300253,3.60352074716758,0.00266494745224369,0.0191952844443559,0.00636649550644111,"EDN1/CDKN2A/WWTR1/HYAL2/CDK1/CDH1/ECT2/PIK3R1/FERMT2",9
"BP","GO:0006937","regulation of muscle contraction","14/652","172/18842",0.0813953488372093,2.35222570980168,3.37287834048617,0.00267657790310611,0.0192483090352559,0.00638408216011507,"NMU/EDN1/DSG2/ADRB2/ENO1/CACNA2D2/CNN1/DSP/DOCK4/CAV1/ATP2A2/MYL9/TNNC1/DMD",14
"BP","GO:0030501","positive regulation of bone mineralization","6/652","41/18842",0.146341463414634,4.22908873260512,3.91868952496062,0.00268709094398468,0.0192931418255206,0.00639895184118641,"TFAP2A/GPM6B/BMP2/KL/PTN/ALOX5",6
"BP","GO:1901988","negative regulation of cell cycle phase transition","19/652","269/18842",0.0706319702602231,2.04117727552626,3.25626105062914,0.00269942477070945,0.0193508844056103,0.0064181033092325,"RGCC/FHL1/BUB1B/TTK/ZWINT/CDK1/NDC80/TRIP13/BIRC5/KLF4/CENPF/DUSP1/BUB1/CCNB1/FAM107A/KANK2/CDC20/RFC4/MAD2L1",19
"BP","GO:0008608","attachment of spindle microtubules to kinetochore","7/652","55/18842",0.127272727272727,3.67802565532627,3.76553582146552,0.002759461567861,0.0196873610909577,0.00652970245283967,"CDK1/NDC80/KAT2B/BIRC5/CCNB1/NEK2/ECT2",7
"BP","GO:0034332","adherens junction organization","7/652","55/18842",0.127272727272727,3.67802565532627,3.76553582146552,0.002759461567861,0.0196873610909577,0.00652970245283967,"CDH3/RAMP2/CDH5/CDH1/EFNB2/INAVA/FERMT2",7
"BP","GO:1902895","positive regulation of miRNA transcription","7/652","55/18842",0.127272727272727,3.67802565532627,3.76553582146552,0.002759461567861,0.0196873610909577,0.00652970245283967,"IL6/GATA2/FOS/BMP2/KLF4/EGR1/SMAD6",7
"BP","GO:0016053","organic acid biosynthetic process","22/652","331/18842",0.0664652567975831,1.92076436898782,3.19968322596317,0.0027759205434135,0.0197488432639058,0.0065500942307753,"NME1/EDN1/FABP5/GGTLC1/ACACB/PDK4/MIF/CEACAM1/ALDH1A1/ALOX5AP/PLA2G4A/CES1/SHMT2/CDO1/KAT2B/LPL/FGFR4/PLA2G1B/MTHFD2/PTGDS/ACADL/ALOX5",22
"BP","GO:0043009","chordate embryonic development","17/652","230/18842",0.0739130434782609,2.13599626567085,3.28173661756329,0.00277683890647955,0.0197488432639058,0.0065500942307753,"FOXF1/FOLR1/COL1A1/EDN1/TGFBR2/TFAP2A/PTCH1/RBP4/BMP2/EDNRA/DSP/HEY1/FGFR2/DLC1/TBX2/COL3A1/SULF1",17
"BP","GO:1901987","regulation of cell cycle phase transition","28/652","459/18842",0.0610021786492375,1.76288811366401,3.13269721235566,0.00280065308641997,0.0198318380222488,0.00657762108288216,"RGCC/FHL1/CDKN2A/BUB1B/DLGAP5/TTK/ZWINT/RRM2/CDK1/NDC80/TRIP13/BIRC5/KLF4/AURKA/UBE2C/CENPF/EZH2/ADAMTS1/UBD/DUSP1/BUB1/CCNB1/FAM107A/KANK2/CDC20/RFC4/TBX2/MAD2L1",28
"BP","GO:0034767","positive regulation of monoatomic ion transmembrane transport","11/652","119/18842",0.092436974789916,2.6713151518276,3.46260965444557,0.00280801870450975,0.0198318380222488,0.00657762108288216,"FHL1/EDN1/LCN2/KCNN4/CAPN3/FXYD1/EDNRA/STK39/CAV1/PLA2G1B/FXYD6",11
"BP","GO:0006801","superoxide metabolic process","8/652","70/18842",0.114285714285714,3.30271691498685,3.6542118490977,0.00281049999916101,0.0198318380222488,0.00657762108288216,"EDN1/NQO1/FBLN5/F2RL1/TYROBP/SLC1A1/DUOX1/CD36",8
"BP","GO:0007080","mitotic metaphase chromosome alignment","8/652","70/18842",0.114285714285714,3.30271691498685,3.6542118490977,0.00281049999916101,0.0198318380222488,0.00657762108288216,"CENPA/H3-3B/TTK/CDK1/NDC80/KAT2B/BIRC5/CCNB1",8
"BP","GO:0055013","cardiac muscle cell development","8/652","70/18842",0.114285714285714,3.30271691498685,3.6542118490977,0.00281049999916101,0.0198318380222488,0.00657762108288216,"EDN1/MYH11/MEIS1/CDK1/TBX3/NEBL/CCNB1/FHL2",8
"BP","GO:0014002","astrocyte development","5/652","29/18842",0.172413793103448,4.98254707002327,4.06340688177862,0.00291117729554866,0.0204781566702479,0.00679198543784356,"IL6/LDLR/ZEB2/AGER/C5AR1",5
"BP","GO:0045687","positive regulation of glial cell differentiation","5/652","29/18842",0.172413793103448,4.98254707002327,4.06340688177862,0.00291117729554866,0.0204781566702479,0.00679198543784356,"MDK/QKI/MYRF/BMP2/PTN",5
"BP","GO:0014829","vascular associated smooth muscle contraction","4/652","18/18842",0.222222222222222,6.42194955691888,4.35707656222556,0.00295105655831454,0.020566173139784,0.00682117783972847,"EDN1/EDNRA/DOCK4/EDNRB",4
"BP","GO:0051447","negative regulation of meiotic cell cycle","4/652","18/18842",0.222222222222222,6.42194955691888,4.35707656222556,0.00295105655831454,0.020566173139784,0.00682117783972847,"TTK/ZWINT/TRIP13/DUSP1",4
"BP","GO:0055093","response to hyperoxia","4/652","18/18842",0.222222222222222,6.42194955691888,4.35707656222556,0.00295105655831454,0.020566173139784,0.00682117783972847,"COL1A1/SLC7A5/CAT/CAV1",4
"BP","GO:0060973","cell migration involved in heart development","4/652","18/18842",0.222222222222222,6.42194955691888,4.35707656222556,0.00295105655831454,0.020566173139784,0.00682117783972847,"FOLR1/EDN1/EDNRA/FLRT3",4
"BP","GO:0072311","glomerular epithelial cell differentiation","4/652","18/18842",0.222222222222222,6.42194955691888,4.35707656222556,0.00295105655831454,0.020566173139784,0.00682117783972847,"EDN1/CD24/EDNRA/PODXL",4
"BP","GO:1900424","regulation of defense response to bacterium","4/652","18/18842",0.222222222222222,6.42194955691888,4.35707656222556,0.00295105655831454,0.020566173139784,0.00682117783972847,"MMRN2/F2RL1/DUOX1/PGC",4
"BP","GO:0019218","regulation of steroid metabolic process","10/652","103/18842",0.0970873786407767,2.80570611710048,3.47897973627194,0.00301179581349392,0.0208925958816063,0.0069294423942359,"LDLR/QKI/BMP2/DKK3/ABCG1/CES1/EGR1/AGTR1/FGFR4/ACADL",10
"BP","GO:1990868","response to chemokine","10/652","103/18842",0.0970873786407767,2.80570611710048,3.47897973627194,0.00301179581349392,0.0208925958816063,0.0069294423942359,"ENTREP1/EDN1/CX3CR1/CXCL12/CCL14/SLIT2/DUSP1/ACKR1/CXCL13/STK39",10
"BP","GO:1990869","cellular response to chemokine","10/652","103/18842",0.0970873786407767,2.80570611710048,3.47897973627194,0.00301179581349392,0.0208925958816063,0.0069294423942359,"ENTREP1/EDN1/CX3CR1/CXCL12/CCL14/SLIT2/DUSP1/ACKR1/CXCL13/STK39",10
"BP","GO:0050922","negative regulation of chemotaxis","6/652","42/18842",0.142857142857143,4.12839614373357,3.84261510469039,0.00304488269786084,0.0209982131754549,0.00696447245740787,"MIF/SLIT2/DUSP1/CXCL13/GREM1/SEMA5A",6
"BP","GO:1900271","regulation of long-term synaptic potentiation","6/652","42/18842",0.142857142857143,4.12839614373357,3.84261510469039,0.00304488269786084,0.0209982131754549,0.00696447245740787,"MME/AGER/TYROBP/NRGN/PTN/FAM107A",6
"BP","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","6/652","42/18842",0.142857142857143,4.12839614373357,3.84261510469039,0.00304488269786084,0.0209982131754549,0.00696447245740787,"HYAL2/PMAIP1/TNFSF10/ATF3/CAV1/AGTR2",6
"BP","GO:0071248","cellular response to metal ion","13/652","156/18842",0.0833333333333333,2.40823108384458,3.34377830981333,0.00305415124646244,0.0209982131754549,0.00696447245740787,"SLC39A8/EDN1/TFAP2A/CAPN3/ALOX5AP/MT1M/KCNK3/CDH1/FBP1/CCNB1/STK39/AQP1/ECT2",13
"BP","GO:0071478","cellular response to radiation","13/652","156/18842",0.0833333333333333,2.40823108384458,3.34377830981333,0.00305415124646244,0.0209982131754549,0.00696447245740787,"MME/MMP9/MFAP4/HYAL1/LCN2/HYAL2/MMP1/NET1/EGR1/CRYAB/AQP1/TIMP1/ECT2",13
"BP","GO:0003179","heart valve morphogenesis","7/652","56/18842",0.125,3.61234662576687,3.70652624414805,0.00306149870376444,0.0209982131754549,0.00696447245740787,"TGFBR2/BMP2/SLIT2/HEY1/TIE1/SOX4/SMAD6",7
"BP","GO:0031638","zymogen activation","7/652","56/18842",0.125,3.61234662576687,3.70652624414805,0.00306149870376444,0.0209982131754549,0.00696447245740787,"CLEC3B/PGK1/PLAU/ENO1/CFD/THBD/F8",7
"BP","GO:0030048","actin filament-based movement","12/652","138/18842",0.0869565217391304,2.51293678314217,3.37716672201787,0.00307039317391572,0.0209982131754549,0.00696447245740787,"EMP2/DSG2/MYH10/QKI/ADRB2/ZEB2/NEDD4L/DSP/LIMCH1/CAV1/ATP2A2/TNNC1",12
"BP","GO:0042310","vasoconstriction","8/652","71/18842",0.112676056338028,3.25619977533915,3.60597278153273,0.00307359075089826,0.0209982131754549,0.00696447245740787,"EDN1/SVEP1/EDNRA/AGTR1/DOCK4/CAV1/SLC6A4/EDNRB",8
"BP","GO:0050918","positive chemotaxis","8/652","71/18842",0.112676056338028,3.25619977533915,3.60597278153273,0.00307359075089826,0.0209982131754549,0.00696447245740787,"VEGFD/ANGPT1/MIF/S100A4/CXCL12/F2RL1/S1PR1/SEMA5A",8
"BP","GO:0030510","regulation of BMP signaling pathway","10/652","104/18842",0.0961538461538462,2.77872817366682,3.44369007922651,0.00323167497222663,0.0220115142745768,0.00730055379618315,"SOSTDC1/CHRDL1/CDH5/ENG/CAV1/CRIM1/GREM1/ZNF423/SMAD6/SULF1",10
"BP","GO:0120162","positive regulation of cold-induced thermogenesis","10/652","104/18842",0.0961538461538462,2.77872817366682,3.44369007922651,0.00323167497222663,0.0220115142745768,0.00730055379618315,"LEPR/TRPV2/FABP5/LCN2/ADRB2/EPAS1/CD36/CAV1/FABP4/ACADL",10
"BP","GO:0048709","oligodendrocyte differentiation","8/652","72/18842",0.111111111111111,3.21097477845944,3.55858483322048,0.00335544363402633,0.0228200533119528,0.00756872174978438,"TNFRSF21/NTRK2/MDK/QKI/CLU/MYRF/GPM6B/PTN",8
"BP","GO:0046824","positive regulation of nucleocytoplasmic transport","7/652","57/18842",0.12280701754386,3.54897212356044,3.64885274543634,0.00338816570921079,0.0230078903355895,0.0076310216115235,"GAS6/HYAL2/CDK1/CDH1/ECT2/PIK3R1/SFN",7
"BP","GO:0007423","sensory organ development","24/652","379/18842",0.0633245382585752,1.83000145685287,3.09034344888929,0.00341178213455136,0.0230964887250147,0.00766040701864204,"CHRDL1/EFEMP1/COL5A2/COL5A1/TFAP2A/GATA2/MEIS1/GPM6A/RBP4/ZEB2/FOS/BMP2/TBX3/KCNK3/EDNRA/SLC1A1/MEIS2/FGFR2/FOXF2/SOBP/SOX4/TBX2/DMD/CLDN3",24
"BP","GO:0001755","neural crest cell migration","6/652","43/18842",0.13953488372093,4.0323869310886,3.76886770621323,0.00343706895863493,0.0230964887250147,0.00766040701864204,"FOLR1/EDN1/SEMA3G/SEMA6A/EDNRA/SEMA5A",6
"BP","GO:0030574","collagen catabolic process","6/652","43/18842",0.13953488372093,4.0323869310886,3.76886770621323,0.00343706895863493,0.0230964887250147,0.00766040701864204,"MMP9/FAP/MMP1/MMP11/MMP7/MMP12",6
"BP","GO:0045840","positive regulation of mitotic nuclear division","6/652","43/18842",0.13953488372093,4.0323869310886,3.76886770621323,0.00343706895863493,0.0230964887250147,0.00766040701864204,"EDN1/DLGAP5/NUSAP1/AURKA/UBE2C/CDC20",6
"BP","GO:0055078","sodium ion homeostasis","6/652","43/18842",0.13953488372093,4.0323869310886,3.76886770621323,0.00343706895863493,0.0230964887250147,0.00766040701864204,"FXYD1/EDNRA/NPR1/AGTR1/EDNRB/FXYD6",6
"BP","GO:0072132","mesenchyme morphogenesis","6/652","43/18842",0.13953488372093,4.0323869310886,3.76886770621323,0.00343706895863493,0.0230964887250147,0.00766040701864204,"TGFBR2/BMP2/TBX3/HEY1/ENG/TBX2",6
"BP","GO:0090497","mesenchymal cell migration","6/652","43/18842",0.13953488372093,4.0323869310886,3.76886770621323,0.00343706895863493,0.0230964887250147,0.00766040701864204,"FOLR1/EDN1/SEMA3G/SEMA6A/EDNRA/SEMA5A",6
"BP","GO:0043588","skin development","17/652","236/18842",0.0720338983050847,2.08169127586565,3.16586391922345,0.00361470395901731,0.0242540180821563,0.00804432451005396,"COL1A1/COL5A2/SCEL/COL5A1/CDH3/GATA6/KLF4/DSP/ZFP36/ZBED2/COL1A2/FGFR2/CLDN4/COL3A1/SFN/ST14/KAZN",17
"BP","GO:0003228","atrial cardiac muscle tissue development","4/652","19/18842",0.210526315789474,6.08395221181789,4.19752471646277,0.00363684383088394,0.0242666365580536,0.00804850967700637,"TBX3/GATA6/EDNRA/ENG",4
"BP","GO:0010232","vascular transport","9/652","89/18842",0.101123595505618,2.92234783208106,3.44152573824175,0.00364349366817527,0.0242666365580536,0.00804850967700637,"LEPR/SLC15A2/FABP5/SLC2A1/AGER/SLC7A5/SLC1A1/ABCC3/CD36",9
"BP","GO:0048675","axon extension","9/652","89/18842",0.101123595505618,2.92234783208106,3.44152573824175,0.00364349366817527,0.0242666365580536,0.00804850967700637,"EDN1/TRPV2/SEMA3G/CXCL12/CDH1/EDNRA/SLIT2/MACF1/SEMA5A",9
"BP","GO:0150104","transport across blood-brain barrier","9/652","89/18842",0.101123595505618,2.92234783208106,3.44152573824175,0.00364349366817527,0.0242666365580536,0.00804850967700637,"LEPR/SLC15A2/FABP5/SLC2A1/AGER/SLC7A5/SLC1A1/ABCC3/CD36",9
"BP","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","9/652","89/18842",0.101123595505618,2.92234783208106,3.44152573824175,0.00364349366817527,0.0242666365580536,0.00804850967700637,"MMP9/RGCC/EDN1/RGS5/HPGD/NR4A3/CNN1/ADAMTS1/FGFR2",9
"BP","GO:0006633","fatty acid biosynthetic process","14/652","178/18842",0.0786516853932584,2.27293720272972,3.23053195090928,0.00365253441754496,0.0242909700423454,0.00805658035805561,"NME1/EDN1/FABP5/ACACB/PDK4/MIF/CEACAM1/PLA2G4A/KAT2B/LPL/PLA2G1B/PTGDS/ACADL/ALOX5",14
"BP","GO:0006869","lipid transport","27/652","447/18842",0.0604026845637584,1.74556347016923,3.02028488796493,0.00377234846453983,0.0250508383307954,0.00830860569573308,"EDN1/LDLR/FABP5/SLC2A1/PTCH1/MIF/CEACAM1/RBP4/CLU/APOLD1/ABCA3/PLA2G4A/ABCG1/CES1/ABCC3/SLC27A3/SPP1/SLCO2A1/AGTR1/CRABP2/CD36/CAV1/FABP4/PLA2G1B/PLSCR4/ABCA8/MSR1",27
"BP","GO:0003176","aortic valve development","6/652","44/18842",0.136363636363636,3.94074177356386,3.69731820790791,0.00386560849356089,0.0255198077561728,0.00846414867546743,"TGFBR2/BMP2/SLIT2/HEY1/TIE1/SMAD6",6
"BP","GO:0045601","regulation of endothelial cell differentiation","6/652","44/18842",0.136363636363636,3.94074177356386,3.69731820790791,0.00386560849356089,0.0255198077561728,0.00846414867546743,"CLDN5/DSG2/TMEM100/CEACAM1/APOLD1/CDH5",6
"BP","GO:0060038","cardiac muscle cell proliferation","6/652","44/18842",0.136363636363636,3.94074177356386,3.69731820790791,0.00386560849356089,0.0255198077561728,0.00846414867546743,"RBP4/TGFBR3/CDK1/CCNB1/FGFR2/TBX2",6
"BP","GO:0072171","mesonephric tubule morphogenesis","6/652","44/18842",0.136363636363636,3.94074177356386,3.69731820790791,0.00386560849356089,0.0255198077561728,0.00846414867546743,"TCF21/GPC3/BMP2/LGR4/AGTR2/GREM1",6
"BP","GO:0098739","import across plasma membrane","19/652","278/18842",0.0683453237410072,1.97509599682217,3.10094036784994,0.00387155374167244,0.0255216897970775,0.00846477289153453,"SLC39A8/KCNJ15/SLC15A2/TRPV2/LCN2/SLC7A11/SLC2A1/KCNN4/PID1/FXYD1/SLC7A5/SLC1A1/NEDD4L/CD36/STK39/SORBS1/PLA2G1B/FXYD6/PIK3R1",19
"BP","GO:1990874","vascular associated smooth muscle cell proliferation","9/652","90/18842",0.1,2.8898773006135,3.40244010949529,0.00392735794721834,0.0257521592463538,0.00854121263992391,"MMP9/RGCC/EDN1/RGS5/HPGD/NR4A3/CNN1/ADAMTS1/FGFR2",9
"BP","GO:0001516","prostaglandin biosynthetic process","5/652","31/18842",0.161290322580645,4.66109242034435,3.86229125374113,0.00393507157257435,0.0257521592463538,0.00854121263992391,"EDN1/FABP5/MIF/PLA2G4A/PTGDS",5
"BP","GO:0032570","response to progesterone","5/652","31/18842",0.161290322580645,4.66109242034435,3.86229125374113,0.00393507157257435,0.0257521592463538,0.00854121263992391,"GPI/FOS/CAV1/CLDN4/FOSB",5
"BP","GO:0035886","vascular associated smooth muscle cell differentiation","5/652","31/18842",0.161290322580645,4.66109242034435,3.86229125374113,0.00393507157257435,0.0257521592463538,0.00854121263992391,"QKI/RAMP2/GATA6/EDNRA/ENG",5
"BP","GO:1903055","positive regulation of extracellular matrix organization","5/652","31/18842",0.161290322580645,4.66109242034435,3.86229125374113,0.00393507157257435,0.0257521592463538,0.00854121263992391,"RGCC/IL6/TNXB/PLAU/BMP2",5
"BP","GO:0050853","B cell receptor signaling pathway","8/652","74/18842",0.108108108108108,3.12419167633892,3.46625084389089,0.00397896719449298,0.0259640565556712,0.00861149257099278,"IGHG1/IGKC/IGHD/IGHM/MNDA/IGHA1/IGHG3/IGHA2",8
"BP","GO:0072080","nephron tubule development","8/652","74/18842",0.108108108108108,3.12419167633892,3.46625084389089,0.00397896719449298,0.0259640565556712,0.00861149257099278,"CD24/TCF21/GPC3/BMP2/LGR4/AGTR2/AQP1/GREM1",8
"BP","GO:0021537","telencephalon development","14/652","180/18842",0.0777777777777778,2.24768234492161,3.18434865641542,0.00403591783409621,0.0261984314992553,0.00868922765376668,"SRD5A1/NTRK2/MDK/SLC2A1/FOS/BMP2/CXCL12/TACC1/FEZ1/SLIT2/NRGN/EZH2/AQP1/COL3A1",14
"BP","GO:0048588","developmental cell growth","14/652","180/18842",0.0777777777777778,2.24768234492161,3.18434865641542,0.00403591783409621,0.0261984314992553,0.00868922765376668,"NRN1/EDN1/TRPV2/MEIS1/SEMA3G/CXCL12/CDH1/EDNRA/FLRT3/NEDD4L/SLIT2/SPP1/MACF1/SEMA5A",14
"BP","GO:0031348","negative regulation of defense response","20/652","300/18842",0.0666666666666667,1.92658486707566,3.06285872372619,0.00408475837009612,0.0261984314992553,0.00868922765376668,"SLC39A8/SERPING1/DSG2/LDLR/MDK/IRAK3/A2M/HLA-E/FGR/CEACAM1/VSIG4/CDH5/NR4A3/PTGER4/KLF4/TEK/IL33/SFN/MMP12/ALOX5",20
"BP","GO:0042304","regulation of fatty acid biosynthetic process","7/652","59/18842",0.11864406779661,3.42866798377873,3.53729351104452,0.00412046779169451,0.0261984314992553,0.00868922765376668,"NME1/EDN1/FABP5/PDK4/CEACAM1/KAT2B/ACADL",7
"BP","GO:0097009","energy homeostasis","7/652","59/18842",0.11864406779661,3.42866798377873,3.53729351104452,0.00412046779169451,0.0261984314992553,0.00868922765376668,"NMU/LEPR/ACACB/NR4A3/CD36/STK39/GDF15",7
"BP","GO:0003207","cardiac chamber formation","3/652","10/18842",0.3,8.66963190184049,4.59288658433735,0.00412527974372839,0.0261984314992553,0.00868922765376668,"BMP2/EDNRA/TBX2",3
"BP","GO:0035999","tetrahydrofolate interconversion","3/652","10/18842",0.3,8.66963190184049,4.59288658433735,0.00412527974372839,0.0261984314992553,0.00868922765376668,"SHMT2/TYMS/MTHFD2",3
"BP","GO:0055012","ventricular cardiac muscle cell differentiation","3/652","10/18842",0.3,8.66963190184049,4.59288658433735,0.00412527974372839,0.0261984314992553,0.00868922765376668,"CDK1/CCNB1/FHL2",3
"BP","GO:0060856","establishment of blood-brain barrier","3/652","10/18842",0.3,8.66963190184049,4.59288658433735,0.00412527974372839,0.0261984314992553,0.00868922765376668,"ADGRG6/RECK/CLDN3",3
"BP","GO:0061307","cardiac neural crest cell differentiation involved in heart development","3/652","10/18842",0.3,8.66963190184049,4.59288658433735,0.00412527974372839,0.0261984314992553,0.00868922765376668,"FOLR1/EDN1/EDNRA",3
"BP","GO:0061308","cardiac neural crest cell development involved in heart development","3/652","10/18842",0.3,8.66963190184049,4.59288658433735,0.00412527974372839,0.0261984314992553,0.00868922765376668,"FOLR1/EDN1/EDNRA",3
"BP","GO:0061309","cardiac neural crest cell development involved in outflow tract morphogenesis","3/652","10/18842",0.3,8.66963190184049,4.59288658433735,0.00412527974372839,0.0261984314992553,0.00868922765376668,"FOLR1/EDN1/EDNRA",3
"BP","GO:0071372","cellular response to follicle-stimulating hormone stimulus","3/652","10/18842",0.3,8.66963190184049,4.59288658433735,0.00412527974372839,0.0261984314992553,0.00868922765376668,"EDN1/EDNRA/GCLC",3
"BP","GO:0090673","endothelial cell-matrix adhesion","3/652","10/18842",0.3,8.66963190184049,4.59288658433735,0.00412527974372839,0.0261984314992553,0.00868922765376668,"PLPP3/RRAS/MMP12",3
"BP","GO:0097278","complement-dependent cytotoxicity","3/652","10/18842",0.3,8.66963190184049,4.59288658433735,0.00412527974372839,0.0261984314992553,0.00868922765376668,"IGHG1/CD55/CLU",3
"BP","GO:0106015","negative regulation of inflammatory response to wounding","3/652","10/18842",0.3,8.66963190184049,4.59288658433735,0.00412527974372839,0.0261984314992553,0.00868922765376668,"DSG2/MDK/IL33",3
"BP","GO:1901031","regulation of response to reactive oxygen species","3/652","10/18842",0.3,8.66963190184049,4.59288658433735,0.00412527974372839,0.0261984314992553,0.00868922765376668,"SESN1/FBLN5/CD36",3
